Sample	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N30	N31	N_1	N_2	N_3	N_4	N_5	N_6	N_7	N_8	N_9	N_10	N_11	N_12	N_13	N_14	N_15	N_16	N_17	N_18	N_19	N_20	N_21	N_22	N_23	N_24	N_25	N_26	SACa_21_1	SACa_21_2	SACa_21_3	SACa_21_4	SACa_21_5	SACa_21_6	SACa_21_11	SACa_21_12	SACa_21_13	SACa_21_14	SACa_21_15	SACa_21_16	CSF_22_6	CSF_22_7	CSF_22_8	CSF_22_9	CSF_22_10	CSF_22_11	CSF_22_12	CSF_22_13	CSF_22_14	CSF_22_15	CSF_22_16	CSF_22_17	CSF_22_18	CSF_22_19	CSF_22_20	CSF_22_21	CSF_22_22	CSF_22_23	CSF_22_24	CSF_22_25	CSF_22_26	CSF_22_27	CSF_22_28	CSF_22_29	CSF_22_30	CSF_22_31	CSF_22_32	W1	W2	W3	W4	W_1	W_2	W_2	SACa_21_W1	SACa_21_W2	SACa_21_W3	SACa_21_W4	CSF_22_W1	CSF_22_W2
Desulfovibrionaceae	0	0.003772161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008734387	0.007644091	4.281579379	0.197823937	0.00420433	0	0.00905551	0	0.003426653	0	0.579843534	0	0.068126079	0.1034911	0.140431508	0.302419355	0	0.93376665	0.010806138	0.003718301	0.488245189	0.512254989	0.562874992	0	0.003651901	0.005604439	0.040548212	0.079166117	0.119189511	0.083194676	0.087248756	0.022474435	0.087768792	0.038650544	0.050534827	0.136111402	0.042855102	0.070989115	0	0	0.004181651	0.005485464	0.031529579	0	0	0.072536547	0	0	0.081659317	0	0.024703557	0.238422742	0	1.706379708	0.042075736	0.028851702	0.054100008	0	0	0	0	0.013013208	0.003842164	0	0	0.053542745	0.051407274	0.053050398	0.059267241	0.023687327	0.00484872	0.034204406	0.013614704	0	0	0	0.033834586	0.055512379
Rhodothermaceae	0.076859225	0.07921539	0.113534993	0.034228992	0.068701962	0.043886116	0.032	0.220631496	0.044452347	0.044041777	0.006033911	0	0	0.004068679	0	0	0.026897989	0.006390389	0	0.005315191	0.032692797	0.021636436	0.0437689	0.046043544	0.00630875	0.019914651	0.484375923	0.486652492	0.15869501	1.037951206	0.134900067	0.026203162	0.06879682	0.016383595	0.089020772	0.00420433	0.046843893	0.00905551	0.028901734	0.147346058	0.027290094	0	0.007891726	0.004541739	0.01034911	0	0.003877171	0.125801988	0.064082025	0.079245011	0	0.012308702	0.078261179	0.055668955	0.172532781	0.233721652	0.257804181	0.032438569	0.09236047	0.034054146	0	0.016157177	0.011237218	0	0.049693556	0.096858418	0.041880431	0.04761678	0.047326077	0.078642849	0.056500931	0.18399264	0.183763028	0.047294368	0.01469076	0.005097619	0	0.013504389	0.055519104	0.005443954	0.103531577	0	0	0	0.007686395	0	0.014425851	0.007728573	0.008482484	0.00527454	0.00628496	0.031752752	0.013013208	0.107580589	0.121710908	0.004316671	0.013385686	0	0	0.005387931	0.003947888	0	0	0.013614704	0	0.022568269	0	0.003759398	0.016653714
Terrimicrobiaceae	0.012297476	0.015088646	0.012164464	0	0	0.027428822	0.032	0.004902922	0.094831674	0.037750094	0.449526338	0.128049602	0.077198115	0.313288307	0.54494512	0.27539284	0.053795979	0	0.093844563	0.010630382	0.615714338	0.119000397	0.115390737	0.006577649	0.071499169	0.150782361	0.011814047	0	0	0.010700528	0.028400014	0.061140711	0.06879682	0.36043908	0.118694362	0.029430313	0.023421946	0.054333062	0.024084778	0.05482644	0.036386792	0.055223194	0.011837588	0.054500863	0.05174555	0.076599004	0.100806452	0.056610894	0.16478235	0.075642965	0.037183015	0.311820457	0.1351784	0.11443063	0	0	0.022417755	0.145973563	0.065971764	0.051081219	0.124792013	0.032314354	0.179795483	0.037615197	0.077301088	0.046323591	0.031410324	0.038093424	0.047326077	0.044938771	0.026588673	0.054361462	0.041140976	0.051235565	0.022036139	0.035683336	0.055797344	0.054017556	0.126179781	0.500843813	0.005751754	0.613471673	0.550206327	0.116134384	2.455803228	0.792426367	0.04808617	0.200942886	0.127237255	0.031647239	0.050279681	0.042337003	0.068319344	0.003842164	0.017387273	0.030216697	0.004461895	0	0.0066313	0.021551724	0.003947888	0	0.006840881	0	0	0	0	0.007518797	0.033307428
Haliangiaceae	0	0	0	0	0	0.005485764	0	0	0	0	0.018101732	0.020218358	0.004063059	0.004068679	0	0	0.026897989	0.041537528	0	0.010630382	0	0.001803036	0.011936973	0	0	0	0	0	0	0.007133685	0	0.008734387	0	0	0	0.00420433	0.023421946	0.027166531	0.308285164	0.003426653	0	0.73630925	0	0.649468617	1.145301504	1.442614579	1.694323821	0.088061391	0.004577287	0.039622506	0.040901316	0.032823206	0.049802568	0.006185439	0	0	0	0.61633282	0.079166117	0.017027073	0.020798669	0.529955406	0.09551635	0.846341922	0.027607531	0.088435947	0.136111402	0.07142517	0.331282537	0.033704078	0.033235842	0	0.052111903	0.035470776	0.058763038	0.096854769	0.156232563	0.06076975	0.514813506	0.021775818	0.011503509	0.037055336	0	0.107839071	0.007686395	0.441795231	0.149067128	0.170028596	0.09330732	0.01054908	0.062849601	0	0.091092459	0	0	0.103600104	0.129394967	0.128518185	0.086206897	0.118534483	0.015791552	0.0242436	0.006840881	0.027229408	0.065368022	0.045136538	0.157805293	0.236842105	0.199844565
BRC1_fa	0.067636118	0.05281026	0.016219285	0.022819328	0.017175491	0.071314938	0.0384	0.024514611	0.068160266	0.022020888	0.156881675	0.026957811	0.056882821	0.170884531	0.372721898	0.161995788	0	0.095855833	0.015321561	0.042521527	0.096262124	0.03425769	0.0437689	0.092087088	0.216600425	0.355618777	0.200838797	0.3827073	0.221434898	0.156941076	0.127800064	0.139750197	0.183458187	0.043689585	0.009891197	0.00420433	0.03513292	0.018111021	0.197495183	0.020559915	0.800509415	0.151863783	0.003945863	0.090834772	0.11384021	0.063832504	0.108560794	0.006290099	0.041195587	0.003602046	0.007436603	0.05333771	0.007114653	0.006185439	0.069013112	0.018259504	0.229781987	0.113534993	0.09236047	0.085135365	0.083194676	0.242357655	0.067423306	0.263306376	0.060736569	0.172660659	0.125641294	0.223798867	0.165641268	0.112346927	0.093060356	0.041816509	0.101481075	0.197059867	0.110180696	0.107050008	0.262247517	0.276839973	1.024579821	0.190538407	0.166800874	0.144104084	0.320953691	0.240564081	0.449654112	0.504908836	0.29332564	0.170028596	0.067859869	0.116039876	0.100559361	0.042337003	0.019519813	0	0.005795758	0.077700078	0.008923791	0.012851819	0.013262599	0.026939655	0.019739439	0.00484872	0	0.027229408	0.026147209	0.045136538	0.060694343	0.15037594	0.122127234
Acetobacteraceae	0.104528546	0.030177292	0.008109642	0.017114496	0	0	0.0128	0	0.00592698	0.02516673	0.126712122	0.026957811	0.004063059	0.024412076	0.033416446	0.004049895	0.033622487	0.006390389	0.007660781	0.031891145	0.03087653	0.016227327	0.039789909	0.006577649	0.029440834	0.113798009	0.041349164	0.051972596	0.073811633	0.053502639	0.06035003	0.174687746	0.321051827	0.447818251	0.296735905	0.782005466	0.679236445	0.624830209	0.120423892	0.267278895	0.018193396	0.041417395	0.011837588	0.045417386	0.137988133	0.210647262	0.236507444	0.132092087	0.1098549	0.190908436	0.059492824	0.160013129	0.234783537	0.173192305	0.379572119	0.569696527	0.212968671	0.097315708	0.09236047	0.085135365	0.041597338	0.213274737	0.117990785	0.094037991	0.055215063	0.092647183	0.094230971	0.057140136	0.047326077	1.067295809	1.233049721	0.949234758	0.858475041	0.867063414	0.719847216	0.494469083	0.84811963	0.884537475	2.917276536	0.386520769	0.6039342	0.774044796	1.334250344	0.613853173	0.23443505	0.448807854	0.572225428	0.587371512	0.636186275	0.079118097	0.471372007	0.423370025	0.110612271	0.353479079	0.289787875	0.388500389	0	0	0.0066313	0	0	0	0	0.190605854	0.183030461	0.293387497	0.157805293	0.011278195	0.02775619
Alphaproteobacteria_unclassified	0.009223107	0.011316484	0.012164464	0	0.008587745	0.010971529	0	0.004902922	0	0.003145841	0.045254329	0.020218358	0.012189176	0.020343397	0.017993471	0.036449052	0.023535741	0	0.005745585	0.010630382	0.087180791	0.238000793	0.111411746	0.059198842	0.044161252	0.13940256	0.029535117	0.037798252	0.011071745	0.049935797	0.042600021	0.296969168	0.129949549	0.196603135	0.079129575	0.693714526	0.269352383	0.380331432	0.409441233	0.085666313	0.004548349	0.050621261	0.04340449	0.045417386	0.058644957	0.031916252	0.038771712	0.150962385	0.155627775	0.259347309	0.156168662	0.459524884	0.142293053	0.167006866	0.069013112	0.047474711	0.078462142	0.44603033	0.197915292	0.357568534	0.249584027	0.368383636	0.348353748	0.376151965	0.353376401	0.421123558	0.460684745	0.333317461	0.354945575	0.146051006	0.083089604	0.025089905	0.191991223	0.421708115	0.264433671	0.25997859	1.093627943	2.018906144	0.681370817	0.185094453	0.069021051	1.111660079	0.261348006	0.464537536	0.119139124	0.56802244	1.139642239	1.429785919	0.771906014	0.047470858	0.402237446	0.052921253	0.250504262	0.038421639	0.005795758	1.256151256	0.249866143	0.244184552	0.377984085	0.231681034	0.142123964	0.198797517	0.136817622	0.108917631	0.130736044	0.157977883	0.242777373	0.394736842	0.327523038
Caldilineaceae	0	0	0.004054821	0	0.025763236	0.016457293	0	0	0.00592698	0.003145841	0.003016955	0	0	0	0	0	0.010086746	0.006390389	0.124487685	0.058467099	0	0.027045545	0.023873946	0	0	0	0	0	0	0	0.003550002	0	0	0	0	0.105108262	0.081976812	0.117721634	0.057803468	0.102799575	0	0.004601933	0.007891726	0.036333909	0.213881606	0.312779267	0.2558933	0.069191093	0.059504737	0.007204092	0.003718301	0.295408854	0.291700758	0.139172388	0	0.018259504	0.016813316	0.300056767	0.105554823	0.153243657	0.103993344	0.19711756	0.129228003	0.238229578	0.165645188	0.412701086	0.68055701	0.161897053	0.212967345	0.393214246	0.199415049	0.008363302	0.098738343	1.395183857	0.110180696	0.163123821	0.133913626	0.249831195	0.403775299	0.076215363	0.023007017	0.218214756	0.013755158	0.091248445	0.01537279	0.280504909	0.29332564	0.231857176	0.118754771	0.01054908	0.157124002	0	0.764525994	0.057632459	0.057957575	0.168350168	0.071390327	0.077110911	0.033156499	0.032327586	0.063166206	0.03394104	0.027363524	1.729067393	2.000261472	1.038140375	1.153192522	0.063909774	0.083268569
Paludibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005315191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005461198	0.009891197	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590470087	0	0	0.426701678	0.266799474	0.698954661	0	0	0	0.048657854	0.079166117	0.442703899	0.623960067	0.491178181	0.157321047	0	0.055215063	0.147393245	0.743377657	0.085710204	0.307619498	0	0	0	0	0.122177117	0	0	0	0	0	0	0	0	0.013755158	0	1.341275942	0.049088359	0.100980958	0.177757168	0.008482484	0	0	0	0.009759906	0	0	0	0.017847582	0.012851819	0.026525199	0.005387931	0.015791552	0.03394104	0.023943084	0	0	0.045136538	0.012138869	0.060150376	0.049961141
PLTA13_fa	0	0	0	0	0	0	0	0	0.00296349	0.006291682	0.003016955	0	0.004063059	0	0	0	0.003362249	0.019171167	0	0.058467099	0	0.001803036	0	0	0	0	0	0	0	0	0	0.017468775	0	0	0	0.033634644	0.023421946	0.036222041	0.038535645	0	0	0	0	0.013625216	0	0.00638325	0.011631514	0.044030696	0	0.028816368	0.011154904	0	0.007114653	0	0	0	0	0.072986781	0.079166117	0.476758045	0.020798669	0.374846507	0.370828183	0.075230393	0.082822594	0.147393245	0.136111402	0.195228799	0.212967345	0	0.006647168	0	0	0.007882395	0.080799177	0.17331906	0.18971097	0.195813639	0	0.010887909	0	0	0	0.008295313	0.007686395	0	0.711675322	0.293685756	0.245992026	0.021098159	0.276538244	0	0.390396252	0	0	0.107916775	0.124933072	0.08996273	0.099469496	0.075431034	0.114488749	0.101823119	0.150499384	0.42205582	0.470649758	0.519070187	0.509832484	0.127819549	0.116575996
Hydrogenophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002570496	0	0	0	0	0	0	0	0.003978991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041195587	0	0	0.073852214	0.024901284	0.058761675	0.069013112	0	0	0.61633282	1.675682808	4.784607526	0.249584027	0.365152201	0.202269918	0.025076798	1.573629286	1.579213341	1.905559627	1.647540593	0.615238997	0	0	0	0.016456391	0.614826784	0.00734538	0.010195239	0.100435219	0	0.025235956	0	0.103531577	0.008234519	0	0.008295313	0.142198309	0	2.817849586	1.8007574	0.016964967	0.01054908	0.01256992	0	0.292797189	0	0	0	0.062466536	0.038555456	0.072944297	0.05387931	0.197394394	0.155159038	0.133397182	0.040844112	0.026147209	0.112841345	0.060694343	0.206766917	0.238703231
Sphingobacteriaceae	0.012297476	0.007544323	0.056767497	0	0	0.010971529	0	0.004902922	0	0.009437524	0.05732215	0.060655075	0.024378352	0.004068679	0.017993471	0.008099789	0.289153386	0.019171167	0.090014172	0.058467099	0.292418904	0.050485017	0.011936973	0.032888246	0.016823334	0.031294452	0.082698328	0.245688637	0.062739888	0.456555857	0.056800028	0.069875098	0.007644091	0.005461198	0.009891197	0.00420433	0.058554866	0.099610613	0.019267823	0	0	0.004601933	0	0.013625216	0.006899407	0.012766501	0.015508685	0.239023777	0	0.032418414	0	0.049234809	0.249012842	0.037112637	0	0.025563306	0.381101833	0.154083205	0.224303998	0.102162438	0.603161398	0.093711627	0.533767839	0.169268384	0.292639832	0.130548303	0.115171186	0.033331746	0.496923805	0.763959106	0.877426216	0.397256837	0.383982447	0.240413037	0.00734538	0.035683336	0.016739203	0.013504389	0.191793267	0	0.166800874	0.008234519	0	0.033181253	0.003843198	0.035063114	0.067320639	0.085014298	0.101789804	0.031647239	0.01885488	0.116426757	0.042292927	0.146002228	0.057957575	0.021583355	0.116009281	0.154221822	0.079575597	0.080818966	1.326490328	2.065554694	1.847037898	0.571817563	0.614459406	0.45136538	0.352027191	0.187969925	0.127678472
Geminicoccaceae	0	0	0	0	0	0	0.0064	0	0	0.003145841	0	0.013478906	0	0	0.002570496	0	0.003362249	0	0	0.005315191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016383595	0.009891197	0.332142106	0.281063356	0.32599837	0.03371869	0.058253093	0	0	0	0	0.024147923	0.00638325	0	0.018870298	0.032041012	0.025214322	0.022309809	0.061543511	0.021343958	0.105152471	0	0.010955702	0.011208877	0.291947125	0.343053173	0.119189511	0.083194676	0.174497512	0.134846612	0.050153595	0.171166694	0.189505601	0.125641294	0.195228799	0.094652153	0.449387709	0.019941505	0.083633018	0.197476687	0.634532771	0.102835317	0.229392874	0.083696016	0.168804862	0.423964064	0.04899559	0.028758771	0.09469697	0.10087116	0.091248445	0.019215988	0.014025245	0.226005001	0.347785764	0.09330732	0.015823619	0.119414242	0.074089754	0.305810398	0.073001114	0.660716356	0.077700078	0.013385686	0	0.013262599	0.005387931	0.098697197	0.058184639	0.078670133	0.027229408	0.052294418	0.067704807	0.048555475	0.07518797	0.049961141
OPB56_fa	0	0.007544323	0.008109642	0	0.004293873	0.005485764	0.0064	0.004902922	0.014817449	0.006291682	0.310746395	0.020218358	0.036567528	0.024412076	0.118242809	0.028349263	0.013448995	0.003195194	0.001915195	0	0.385048494	0.20554614	0.183033583	0.177596527	0.037852501	0.253200569	0.053163211	0.037798252	0.055358725	0.074903695	0.074550037	0.952048214	0.512154105	0.529736224	0.534124629	0.45827202	0.140531678	0.33505388	0.284200385	0.627077408	2.478850177	0.91578463	0.363019374	0.231628667	0.251828343	0.082982255	0.18998139	0.213863379	0.338719275	0.446653699	0.070647728	0.21745374	0.348617979	0.334013732	0	0.167987437	0.067253265	0.186521774	0.197915292	0.323514388	0.311980033	0.297292057	0.269693224	0.420036361	0.231903263	0.383222437	0.523505392	0.342840817	0.260293422	0.258397933	0.013294337	0.037634858	0.15633571	0.256177827	0.176289114	0.152928582	0.37942194	0.405131668	1.004391056	0.337525178	0.172552629	0.73698946	1.228794131	0.456242223	0.461183705	0.427769986	0.298134257	0.347785764	0.491984053	0.031647239	0.062849601	0.010584251	0.12362548	0	0	0.384183718	0.022309477	0.012851819	0.013262599	0.021551724	0.023687327	0	0.017102203	0	0	0	0	0.229323308	0.105473521
Gloeocapsaceae	0.21213146	0.513013957	0.158138026	0.034228992	0.103052943	0.043886116	0.0064	0.009805844	0.011853959	0.006291682	0	0	0	0	0	0	0.003362249	0	0.001915195	0	0.001816266	0.001803036	0	0.006577649	0.00630875	0	0	0.004724781	0.003690582	0.049935797	0.003550002	0.061140711	0.015288182	0.054611982	0.019782394	0.239646836	0.175664598	0.199221226	0.004816956	0.075386355	0	0	0.015783451	0.013625216	0	0	0	0.289344572	0.1830915	0.774439882	0.795716517	0.11077832	0.192095621	0.207212222	0.448585231	0.003651901	0.016813316	0.016219285	0.026388706	0.034054146	0.041597338	0.032314354	0.016855826	0.006269199	0.005521506	0.03790112	0.020940216	0.009523356	0	0.112346927	0.036559426	0.221627499	0.043883708	0.003941197	0.190979874	0.035683336	0.061377078	0.006752194	0.015141574	0	0	0.008234519	0.032095369	0.622148486	0.011529593	0.014025245	0.009617234	0.054100008	0.118754771	0.021098159	0.037709761	0.031752752	0.052052834	0.414953702	0.081140605	0.04316671	0	0	0	0	0	0	0	0	0	0	0	0.018796992	0.016653714
CCM19a_fa	0.006148738	0	0	0	0	0	0	0	0.00296349	0	0.174983407	0.033697264	0	0.012206038	0.005140992	0	0.026897989	0.025561555	0	0.111619007	0.001816266	0.005409109	0.003978991	0.006577649	0.002102917	0.008534851	0	0.009449563	0	0.017834213	0.003550002	0.008734387	0	0.005461198	0.059347181	0.054656296	0.03513292	0.063388572	0.091522158	0	0.063676885	0	0.019729314	0.045417386	0.065544363	0.057449253	0.046526055	0.006290099	0.0366183	0.014408184	0.003718301	0.032823206	0.035573263	0.024741758	0	0.003651901	0.005604439	0.064877139	0.09236047	0.442703899	0.103993344	0.475021004	0.185414091	0.231960379	0.375462426	0.336898846	0.324573343	0.48092948	0.212967345	0.078642849	0.013294337	0.004181651	0.104223807	0.078823947	0.337887469	0.117245246	0.580292378	0.526671168	0.181698885	0.179650498	0.017255263	0.337615283	0.247592847	0.074657818	0.023059185	0.413744741	0.851125216	0.633742948	0.330816863	0.015823619	0.138269122	0.010584251	0.461968898	0.003842164	0	0.310800311	0.035695163	0.08996273	0.059681698	0.048491379	0.003947888	0.00969744	0.006840881	0.040844112	0.026147209	0.090273076	0.036416606	0.033834586	0.033307428
Chitinophagaceae	0.015371845	0.248962656	0.085151245	0.005704832	0.030057109	0.021943058	0.0512	0.171602275	0.171882409	0.091229395	0.229288602	0.188704677	0.308792459	0.089510945	0.115672313	0.113397052	0.517786295	0.063903889	0.038303903	0.06378229	0.252461041	0.360607263	0.286487347	0.203907124	0.092528337	0.093883357	0.183117727	0.118119537	0.070121051	0.160507918	0.049700025	0.38431304	0.168170005	0.57342581	0.494559842	0.176581879	0.327907249	0.244498778	0.712909441	0.651063976	0.359319567	0.681086056	0.22886004	0.917431193	0.886573755	0.842589046	0.825837469	1.037866398	0.443996887	1.152654708	0.260281104	0.713904731	0.640318736	0.346384611	0.759144237	0.273892561	0.487586168	1.175898143	0.976382108	1.362165844	1.081530782	0.439475215	0.854028543	0.852611122	0.50245707	0.560094332	0.513035284	0.404742631	0.757217227	0.640377486	1.00039883	0.133812829	0.307185957	1.273006739	0.712501836	0.326247642	0.385001674	0.337609723	0.403775299	0.04899559	0.074772806	0.251152833	0.527281064	0.539195355	0.146041507	0.561009818	0.379880746	0.471442924	0.814318432	0.237354291	0.263968324	0.148179509	1.246014705	0.092211934	0.104323635	0.427350427	0.303408888	0.411258193	0.285145889	0.296336207	4.145282274	4.131109387	4.224244083	7.583390061	8.432474833	7.447528775	7.86598689	1.605263158	1.909625847
Enterobacteriaceae	0	0	0.012164464	0	0	0.005485764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003978991	0.006577649	0	0	0	0.004724781	0	0.007133685	0	0	0	0.005461198	0	0.00420433	0.011710973	0.00905551	0	0	0	0	0	0.004541739	0	0	0	0	0.009154575	0.010806138	0.029746412	0	0.010671979	0.00309272	0	0	0	0.008109642	0	0	0.020798669	0.006462871	0.005618609	0.006269199	0	0	0	0	0	0.011234693	0.006647168	0.037634858	0.008228195	0	0.036726899	0.005097619	0.106014954	0	0.065613486	0	0	0.09469697	0	0.016590626	0	0.014025245	0.009617234	0.06182858	0.025447451	0	0	0	0.058559438	0	0.011591515	0.030216697	0.187399607	0.205629097	0.112732095	0.086206897	1.614686143	2.089798293	2.325899576	0.081688223	0.026147209	0	0.024277737	0.214285714	0.13322971
Bacteria_unclassified	0.018446214	0.037721614	0.028383748	0.011409664	0.008587745	0	0.0064	0.004902922	0.026671408	0.066062665	0.126712122	0.12131015	0.109702584	0.321425665	0.339305452	0.182245262	0.020173492	0.006390389	0.005745585	0.058467099	0.216135711	0.041469835	0.023873946	0.111820036	0.050470002	0.298719772	0.088605352	0.09449563	0.055358725	0.06777001	0.081650041	0.401781815	0.129949549	0.223909126	0.158259149	0.09249527	0.058554866	0.054333062	0.520231214	0.04111983	0.272900937	0.892774965	0.418261453	0.717594695	0.741686215	0.804289544	1.17866005	0.088061391	0.09154575	0.010806138	0.003718301	0.488245189	0.256127495	0.299993815	0.103519669	0.04382281	0.089671019	0.543346038	0.60694023	0.919461944	0.499168053	0.32314354	0.449488707	0.608112344	0.380983932	0.501137034	0.460684745	0.519022904	0.402271652	0.213459162	0.053177346	0.025089905	0.189248491	0.268001419	0.345232849	0.178416679	0.770003348	0.418636057	0.711653965	0.724045947	0.074772806	0.230566535	0.146721687	0.15761095	0.303612606	0.53997195	0.365454895	0.425071489	0.390194249	0.031647239	0.119414242	0.021168501	0.234237751	0.011526492	0.04636606	0.336700337	0.762984116	0.655442745	0.881962865	0.528017241	0.197394394	0.247284717	0.259953482	0.66712049	0.509870571	0.722184608	0.776887594	1.233082707	1.432219385
Ilumatobacteraceae	0.03074369	0.075443229	0.072986781	0.011409664	0.176048778	0.164572933	0.1408	0.201019808	0.201517307	0.056625142	0.10257648	0.060655075	0.130017877	0.05696151	0.133665784	0.056698526	0.20173492	0.150174138	0.086183782	0.100988625	0.034509063	0.113591288	0.135285692	0.026310597	0.016823334	0.008534851	0.029535117	0.122844318	0.011071745	0.231844771	0.017750009	0.19215652	0.152881822	0.18021954	0.316518299	0.197603532	0.140531678	0.190165716	0.043352601	0.003426653	0	0.009203866	0.007891726	0.027250431	0.03104733	0.044682752	0.038771712	0.113221789	0.022886437	0.021612276	0.02602811	0.114881221	0.128063747	0.139172388	0	0.029215207	0.016813316	0.510907469	0.316664468	0.664055849	0.332778702	0.184191818	0.365209574	0.181806783	0.618408702	0.65695275	0.638676578	0.585686396	0.212967345	0.303336704	0.262563148	0.112904575	0.211190346	0.279825011	0.146907595	0.127440485	0.195290704	0.148548278	0.232170797	0.032663727	0.005751754	0.111166008	0.05043558	0.141020324	0.019215988	0.112201964	0.226005001	0.293685756	0.313851896	0.047470858	0.125699202	0	0.536794847	0.138317901	0.243421815	0.336700337	0.513117973	0.693998201	0.364721485	0.587284483	0.086853533	0.121217998	0.212067314	5.513955071	6.196888482	7.650643196	6.737072105	0.815789474	0.927056734
uncultured	0.006148738	0.011316484	0.028383748	0.011409664	0.017175491	0.016457293	0.0128	0.06864091	0.035561878	0.009437524	1.354612925	0.343712091	0.219405168	0.341769062	0.383003881	0.315891787	0.208459418	0.073489472	0.057455855	0.265759541	0.219768244	0.100970034	0.067642846	0.282838913	0.107248754	0.13371266	0.118140469	0.311835578	0.195600827	0.292481096	0.088750044	0.340641104	0.038220456	0.191141937	0.059347181	0.399411394	0.234219464	0.244498778	0.274566474	0.051399788	0.072773583	0.216290842	0.142051059	0.299754746	0.234579826	0.268096515	0.220998759	0.245313876	0.132741337	0.176500252	0.115267346	0.352849465	0.177866316	0.210304942	0.103519669	0.058430413	0.089671019	1.419187414	1.820820689	1.00459731	1.039933444	0.559038325	0.657377233	1.115917497	2.368726189	1.364440327	1.026070569	1.157087758	0.970184572	0.561734637	0.156208455	0.075269716	0.282501371	0.504473259	0.59497576	0.43329765	0.647249191	0.49966239	0.948871953	0.272197724	0.230070171	0.914031621	0.632737276	0.298631273	0.115295926	1.164095372	0.81265628	0.618285803	0.771906014	0.121314415	0.502796807	0.179932261	0.832845338	0.065316786	0.005795758	0.975567642	0.414956273	0.462665467	0.470822281	0.328663793	0.509277537	0.543056633	0.588315775	2.219196732	1.921819846	2.008575942	1.966496723	0.691729323	0.632841124
Cellvibrionaceae	0	0	0.004054821	0	0.004293873	0	0	0	0	0.003145841	0	0	0	0	0	0	0.003362249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005461198	0	0	0	0.00905551	0.317919075	0.003426653	0	0	0	0	0	0	0.007754342	0	0	0.003602046	0.003718301	0.004102901	0.007114653	0.006185439	0	0	0.028022194	0.040548212	0.052777411	0.102162438	0.020798669	0.054934402	0.033711653	0	0.005521506	0.046323591	0.041880431	0.004761678	0	0.12358162	0	0	0.005485464	0.007882395	0	0	0.022318938	0	0	0	0	0	0	0	0	0	0.004808617	0.038642863	0	0.131863495	0	0	0.009759906	0.003842164	0	0.012950013	0.9726932	0.809664568	0.795755968	0.635775862	3.446506119	3.510473235	3.054453414	0.054458816	0.026147209	0.022568269	0.036416606	1.116541353	0.865993116
Cyclobacteriaceae	0.442709134	0.396076952	0.072986781	0	0	0.005485764	0.0128	0.019611689	0.065196776	0.207625519	0.05732215	0.128049602	0.016252235	0.020343397	0.025704958	0.020249474	0.010086746	0.003195194	0.005745585	0.005315191	0	0	0.003978991	0	0	0.0056899	0.041349164	0.004724781	0	0.035668426	0.021300011	0.087343873	0.191102278	0.032767189	0.178041543	0.042043305	0.105398759	0.199221226	0.081888247	0.047973135	0	0	0	0.004541739	0.006899407	0	0.015508685	0.257894075	0.0732366	0.309775953	0.10039414	0.221556641	0.032015937	0.086596153	0.345065562	0.167987437	0.04483551	0.713648528	0.699300699	0.510812191	0.9359401	0.226200478	0.601191145	0.194345182	0.480371045	0.303208962	0.14658151	0.190467121	0.236630383	0.314571396	0.076442436	0.041816509	0.090510148	0.05911796	0.044072279	0.132538105	0.044637875	0.040513167	0.050471912	0.054439545	0.005751754	0.061758893	0.018340211	0.016590626	0.042275173	0	0.115406809	0.324600046	0.517431504	0.385041405	0.087989441	0.042337003	0.250504262	0.08836977	0.341949693	0.069066736	0.098161699	0.141370004	0.112732095	0.070043103	0.339518358	0.305469356	0.253112601	0.24506467	0.222251275	0.135409614	0.242777373	1.729323308	1.554346619
