Sample	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	N11	N12	N13	N14	N15	N16	N17	N18	N19	N20	N21	N22	N23	N24	N25	N26	N27	N28	N29	N30	N31	N_1	N_2	N_3	N_4	N_5	N_6	N_7	N_8	N_9	N_10	N_11	N_12	N_13	N_14	N_15	N_16	N_17	N_18	N_19	N_20	N_21	N_22	N_23	N_24	N_25	N_26	SACa_21_1	SACa_21_2	SACa_21_3	SACa_21_4	SACa_21_5	SACa_21_6	SACa_21_11	SACa_21_12	SACa_21_13	SACa_21_14	SACa_21_15	SACa_21_16	CSF_22_6	CSF_22_7	CSF_22_8	CSF_22_9	CSF_22_10	CSF_22_11	CSF_22_12	CSF_22_13	CSF_22_14	CSF_22_15	CSF_22_16	CSF_22_17	CSF_22_18	CSF_22_19	CSF_22_20	CSF_22_21	CSF_22_22	CSF_22_23	CSF_22_24	CSF_22_25	CSF_22_26	CSF_22_27	CSF_22_28	CSF_22_29	CSF_22_30	CSF_22_31	CSF_22_32	W1	W2	W3	W4	W_1	W_2	W_2	SACa_21_W1	SACa_21_W2	SACa_21_W3	SACa_21_W4	CSF_22_W1	CSF_22_W2
Lachnospiraceae	0.006148738	0	0	0	0	0	0	0	0	0.003145841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00905551	0.014450867	0	0	0.004601933	0.015783451	0.009083477	0	0	0	0.006290099	0.151050487	0.010806138	0	0	0.028458611	0.12061607	0	0.010955702	0	0	0	0	0	0	0	0	0	0.004211236	0	0.004761678	0	0	0	0	0.002742732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007728573	0	0	0	0	0	0	0	0	0.276637516	0.411258193	0.212201592	0.177801724	0.019739439	0.01454616	0.030783965	0.013614704	0	0	0	0.090225564	0.077717331
Spongiibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004049895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016219285	0	0.017027073	0	0	0.089897741	0	0	0.004211236	0.010470108	0.004761678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004808617	0	0	0	0	0	0	0	0	0	0.022309477	0.025703637	0.053050398	0.037715517	0.098697197	0.096974399	0.041045287	0.108917631	0.11766244	0.180546152	0.169944161	0.135338346	0.194293327
PeM15_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004102901	0	0	0	0	0	0	0.013194353	0	0	0.003231435	0	0	0.011043013	0.008422471	0	0.019046712	0	0	0	0	0	0	0	0	0	0	0.005047191	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026026417	0	0	0	0.022309477	0	0.019893899	0.010775862	0.003947888	0	0	0.340367597	0.366060923	0.315955766	0.206360767	0	0
SS1-B-06-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.040157059	0.012851819	0.013262599	0.005387931	0.067114094	0.048487199	0.071829252	0	0	0	0	0.033834586	0.022204952
SC-I-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006853305	0	0	0	0	0	0	0	0.006290099	0	0.007204092	0	0	0	0	0	0	0	0.008109642	0.026388706	0.085135365	0.020798669	0.048471531	0.028093044	0.006269199	0.038650544	0.029478649	0.041880431	0.076186848	0	0.022469385	0.009970752	0	0.008228195	0	0.01469076	0.005097619	0.039058141	0.013504389	0	0	0.011503509	0	0	0	0.003843198	0	0.009617234	0	0	0	0.01256992	0	0.068319344	0	0	0	0	0	0	0	0.027635215	0.02909232	0.034204406	0	0	0	0.024277737	0.007518797	0.005551238
SJA-28_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004541739	0	0.019149751	0.015508685	0	0	0	0	0	0	0	0	0	0	0	0	0.034054146	0	0.003231435	0.005618609	0.169268384	0.005521506	0	0	0.02380839	0	0	0.006647168	0	0	0	0.01469076	0.010195239	0.027898672	0	0.010094382	0.016331863	0	0.00411726	0.009170105	0	0	0	0.177918831	0.077285725	0	0	0.02513984	0	0.009759906	0	0	0	0	0	0	0	0	0.00484872	0.010261322	0	0	0	0	0	0.005551238
Methylomirabilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009523356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062466536	0.08996273	0.066312997	0.037715517	0.023687327	0.01454616	0.023943084	0.190605854	0.052294418	0.270819228	0.206360767	0.037593985	0.055512379
Bacillaceae	0.003074369	0	0	0	0	0	0	0	0.00296349	0.003145841	0	0	0	0	0	0	0	0	0.001915195	0	0	0.001803036	0	0	0	0	0	0	0	0	0.003550002	0	0	0	0	0	0	0	0.004816956	0	0	0	0	0.004541739	0.01034911	0	0	0	0.004577287	0.003602046	0	0.008205802	0	0.006185439	0	0	0	0.008109642	0	0	0	0.012925742	0.005618609	0	0	0	0	0	0	0	0	0.008363302	0	0	0.00734538	0	0	0	0	0	0	0.016469038	0	0	0	0	0.004808617	0	0	0	0	0	0.130132084	0	0.005795758	0.012950013	0.008923791	0.012851819	0.0066313	0.005387931	0.019739439	0.01939488	0.047886168	0.013614704	0.026147209	0.022568269	0.024277737	0.037593985	0.066614855
Gimesiaceae	0	0	0	0	0	0	0.0064	0	0	0	0	0	0.004063059	0	0	0	0	0.003195194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020798669	0.012925742	0.005618609	0	0	0.004211236	0	0.009523356	0.023663038	0	0	0	0	0	0.01469076	0	0	0.006752194	0.005047191	0	0	0	0	0	0	0.014025245	0.052894787	0	0.016964967	0	0.00628496	0	0.003253302	0	0	0.008633342	0.026771372	0.038555456	0.013262599	0.016163793	0.007895776	0.03394104	0.023943084	0	0.013073604	0.022568269	0.048555475	0.067669173	0.072166093
Pla3_lineage_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001915195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004102901	0	0	0	0	0	0.008109642	0	0.017027073	0	0.048471531	0.005618609	0	0.005521506	0.004211236	0.010470108	0.02380839	0	0	0	0	0	0	0	0	0.005579734	0.006752194	0	0	0	0	0	0	0	0	0.076937873	0.023185718	0.016964967	0	0	0	0.003253302	0	0	0	0.120471176	0.128518185	0.099469496	0.107758621	0.019739439	0.01454616	0.017102203	0.163376447	0.169956857	0.406228842	0.339888322	0.011278195	0.016653714
Simkaniaceae	0	0	0	0	0.004293873	0	0	0	0	0	0.003016955	0	0.004063059	0	0.002570496	0	0	0	0	0	0.018162665	0.001803036	0.003978991	0	0	0	0	0	0	0.003566843	0	0	0	0	0	0	0	0	0.009633911	0	0	0	0	0	0	0.00638325	0	0.006290099	0.004577287	0.007204092	0	0.004102901	0	0.006185439	0	0.003651901	0	0.008109642	0.013194353	0	0.020798669	0.009694306	0.016855826	0.012538399	0.066258075	0.084224712	0.052350539	0.09523356	0.14197823	0	0	0.004181651	0	0.023647184	0	0	0.016739203	0.027008778	0.015141574	0.010887909	0.005751754	0	0.004585053	0.008295313	0	0.014025245	0	0.015457145	0.008482484	0	0	0	0.009759906	0	0	0.008633342	0.022309477	0	0.0066313	0.005387931	0.011843664	0.00969744	0.003420441	0.095302927	0.065368022	0.112841345	0.121388687	0.037593985	0.02775619
Omnitrophaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008205802	0	0.006185439	0	0	0	0	0.026388706	0.136216584	0.020798669	0.051702966	0.022474435	0.050153595	0.038650544	0.147393245	0.031410324	0.033331746	0.023663038	0	0	0	0	0.003941197	0	0	0.011159469	0.006752194	0.015141574	0	0	0	0	0	0.007686395	0	0.004808617	0.03091429	0	0	0.00628496	0	0	0	0	0.008633342	0.334642156	0.295591826	0.265251989	0.226293103	0.122384524	0.150310318	0.147078944	0.190605854	0.169956857	0.112841345	0.218499636	0.947368421	0.893749306
Family_XIII	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009154575	0	0	0.004102901	0.003557326	0.006185439	0	0	0.005604439	0	0	0.017027073	0.020798669	0	0.011237218	0	0.005521506	0	0.020940216	0.004761678	0	0	0	0	0	0	0	0	0	0	0	0.005443954	0	0.00411726	0	0	0.069177556	0	0	0	0	0	0	0	0	0	0	0	0.008923791	0	0	0.005387931	0	0	0.003420441	0	0	0	0	0.007518797	0.005551238
Christensenellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003877171	0	0.0366183	0	0	0.020514504	0	0.024741758	0	0	0	0	0	0	0	0.003231435	0.005618609	0	0.005521506	0	0	0.009523356	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411726	0	0	0.01537279	0	0.004808617	0.007728573	0	0	0	0	0.003253302	0	0	0	0.098161699	0.038555456	0.033156499	0.010775862	0	0	0.003420441	0	0	0	0	0.007518797	0.005551238
Marinilabiliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012308702	0	0	0	0	0	0.008109642	0.013194353	0.034054146	0.249584027	0.006462871	0.033711653	0	0	0	0.031410324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flammeovirgaceae	0	0	0	0	0	0	0	0	0	0	0.003016955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003557326	0.00309272	0	0	0	0.016219285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003947888	0	0	0	0	0	0	0.003759398	0.011102476
V2072-189E03_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137318625	0	0	0.016411603	0.056917221	0.163914146	0	0	0	0.008109642	0	0	0	0	0	0	0.005521506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003420441	0	0	0	0	0	0
Eel-36e1D6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007518797	0
MBNT15_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003449703	0	0	0	0	0	0	0.004102901	0	0	0	0	0	0	0.013194353	0	0	0.022620048	0.016855826	0.006269199	0.016564519	0.042112356	0.010470108	0.085710204	0	0.011234693	0	0	0	0	0.00734538	0.010195239	0.005579734	0.006752194	0.005047191	0	0	0.00411726	0	0	0	0.014025245	0.052894787	0.007728573	0.008482484	0	0.01885488	0	0	0	0	0.004316671	0	0	0.019893899	0.016163793	0.011843664	0.0242436	0.030783965	0.095302927	0.039220813	0.22568269	0.072833212	0.007518797	0
Lineage_IIa_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019149751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006462871	0.005618609	0	0	0.004211236	0	0	0	0	0	0.004181651	0	0	0.029381519	0	0.022318938	0.020256583	0	0.010887909	0	0	0	0	0	0.070126227	0	0.015457145	0	0	0	0	0	0	0	0.004316671	0.031233268	0.012851819	0.026525199	0.016163793	0.003947888	0.00484872	0.003420441	0	0	0.022568269	0.012138869	0.007518797	0.044409903
Actinobacteria_unclassified	0.003074369	0.011316484	0.008109642	0	0	0	0	0	0	0.006291682	0	0	0	0	0	0	0	0	0	0	0	0	0.003978991	0	0	0	0	0	0	0.003566843	0	0	0	0	0.009891197	0	0	0	0.004816956	0	0	0	0.003945863	0.009083477	0	0	0	0.006290099	0	0.003602046	0.003718301	0	0	0	0	0	0	0	0	0.017027073	0.020798669	0.016157177	0.044948871	0	0.033129038	0.016844942	0	0.009523356	0	0.022469385	0	0.004181651	0.005485464	0.027588381	0	0	0.011159469	0.006752194	0	0	0	0.012351779	0.004585053	0.008295313	0	0.007012623	0.033660319	0.023185718	0.033929935	0	0	0.010584251	0.045546229	0	0	0.025900026	0	0.025703637	0	0.005387931	0	0.00484872	0.003420441	0	0	0	0	0.011278195	0
Fodinicurvataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016219285	0	0	0	0.012925742	0	0.006269199	0.011043013	0.012633707	0	0.009523356	0.023663038	0.022469385	0	0	0.005485464	0.015764789	0.029381519	0.020390478	0.005579734	0.033760972	0.015141574	0	0	0.008234519	0.004585053	0.016590626	0	0.007012623	0.009617234	0	0.016964967	0	0.01885488	0	0.003253302	0	0	0.008633342	0	0.012851819	0	0	0	0	0	0	0	0	0	0	0
Kiritimatiellae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072986781	0.224303998	0.034054146	0.083194676	0.012925742	0.022474435	0	0	0.008422471	0.052350539	0	0	0.011234693	0	0	0	0	0	0	0	0	0.015141574	0	0	0	0	0	0	0	0	0	0	0.00527454	0	0	0.032533021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003759398	0.005551238
JG30-KF-CM66_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004068679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004816956	0	0	0	0	0.004541739	0.006899407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006462871	0.016855826	0	0.005521506	0	0	0.004761678	0	0	0	0	0	0	0.029381519	0.005097619	0.011159469	0.006752194	0.005047191	0	0	0	0	0	0	0	0.004808617	0	0	0	0.0314248	0	0.042292927	0	0	0.004316671	0.013385686	0.025703637	0.026525199	0.016163793	0.015791552	0.0242436	0.023943084	0.122532335	0.156883253	0.22568269	0.133527555	0.011278195	0.022204952
Arctic95B-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004316671	0.004461895	0	0	0.016163793	0.007895776	0.00484872	0.006840881	0	0	0.022568269	0	0.157894737	0.144332186
eub62A3_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016411603	0.053359895	0	0	0	0	0.040548212	0	0.034054146	0.020798669	0	0	0	0.016564519	0.088435947	0.020940216	0.019046712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013614704	0.013073604	0	0	0	0
Thermomicrobiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006724497	0	0.00383039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003877171	0.006290099	0	0	0	0.004102901	0	0	0	0	0	0	0	0.017027073	0	0.003231435	0.011237218	0	0	0	0.010470108	0.009523356	0	0	0.006647168	0	0	0	0	0	0	0.006752194	0	0	0	0	0	0	0	0	0.014425851	0	0.008482484	0	0	0	0.009759906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Subgroup_9_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003449703	0	0	0	0	0	0	0.004102901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006752194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004461895	0	0	0	0.027635215	0.00969744	0.027363524	0.108917631	0.078441626	0.112841345	0.145666424	0.007518797	0.022204952
Subgroup_2_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008923791	0.012851819	0	0.010775862	0.003947888	0	0	0.272294078	0.196104066	0.428797111	0.388443797	0.007518797	0.011102476
Idiomarinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969744	0	0	0	0	0	0	0
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004102901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023663038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013385686	0	0	0.010775862	0.003947888	0.00484872	0.003420441	0	0	0	0	0.015037594	0.011102476
EPR3968-O8a-Bc78_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012851819	0	0	0.05527043	0.058184639	0.058147489	0.013614704	0	0.022568269	0.012138869	0.007518797	0.011102476
Subgroup_7_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004102901	0	0	0	0	0	0.008109642	0	0.034054146	0	0	0	0.056422795	0.033129038	0.004211236	0.010470108	0.02380839	0	0	0	0	0	0	0	0.025488097	0.011159469	0.006752194	0	0	0	0	0	0	0	0	0.004808617	0	0	0	0	0	0.009759906	0	0	0	0	0	0	0	0.007895776	0	0.010261322	0.040844112	0.013073604	0.067704807	0.012138869	0.003759398	0.005551238
UA11_fa	0	0	0	0.005704832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036926107	0	0	0	0	0	0.008109642	0	0	0	0.003231435	0.011237218	0	0.016564519	0	0.010470108	0.014285034	0	0	0	0	0	0	0.01469076	0	0.005579734	0.013504389	0.005047191	0	0	0	0	0	0	0	0.004808617	0	0.033929935	0	0.01256992	0	0.013013208	0	0	0.017266684	0	0	0	0	0	0.00969744	0.006840881	0	0	0	0	0.007518797	0.005551238
T34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008109642	0	0	0	0	0.005618609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007728573	0	0	0	0	0	0	0	0	0.040157059	0.038555456	0.026525199	0.048491379	0.007895776	0	0.010261322	0	0	0	0	0.011278195	0.038858665
Cellulomonadaceae	0	0.003772161	0	0	0.008587745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008734387	0	0.005461198	0	0.00420433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003231435	0	0	0.005521506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005795758	0	0.008923791	0.012851819	0.0066313	0.021551724	0.023687327	0.00484872	0.003420441	0	0	0	0	0.003759398	0
Subgroup_22_fa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008109642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006506604	0	0	0	0.004461895	0	0	0	0.003947888	0.00484872	0.006840881	0.149761743	0.11766244	0.180546152	0.133527555	0.018796992	0.005551238
Chloracidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00420433	0.011710973	0	0	0	0	0	0	0	0.003449703	0	0	0	0	0.014408184	0	0	0	0	0	0	0	0.016219285	0	0	0	0.003231435	0.005618609	0.012538399	0.011043013	0.004211236	0.010470108	0	0	0	0	0	0	0	0.00734538	0	0.005579734	0.020256583	0	0	0	0	0.004585053	0.008295313	0	0.007012623	0.014425851	0	0.033929935	0	0	0	0.006506604	0	0	0.008633342	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonadales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008408661	0	0	0	0	0	0	0	0	0	0	0.003877171	0	0.004577287	0.003602046	0	0.008205802	0.003557326	0	0	0	0	0	0	0	0	0	0.005618609	0	0	0	0	0	0	0.011234693	0.003323584	0	0	0.003941197	0	0	0	0.006752194	0.005047191	0	0	0.008234519	0	0	0	0	0	0	0	0	0	0	0.029279719	0.007684328	0.028978788	0	0.008923791	0	0	0	0.011843664	0.00969744	0.003420441	0	0	0	0	0.003759398	0.022204952
Rickettsiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017993471	0	0	0	0.00383039	0	0	0.001803036	0.003978991	0	0	0	0	0	0	0	0	0.043671936	0.015288182	0.005461198	0.019782394	0	0	0.00905551	0.014450867	0.010279958	0	0.004601933	0	0.004541739	0.003449703	0.012766501	0	0.018870298	0.004577287	0.003602046	0.011154904	0.012308702	0.003557326	0.006185439	0	0	0	0.024328927	0.026388706	0.017027073	0.041597338	0.009694306	0.022474435	0.025076798	0.093865607	0.03790112	0.031410324	0.033331746	0.047326077	0.033704078	0.003323584	0	0.035655513	0.043353171	0.029381519	0.020390478	0.027898672	0.006752194	0.111038207	0.005443954	0.017255263	0.008234519	0	0	0.003843198	0.007012623	0.004808617	0	0.033929935	0	0	0	0.003253302	0	0	0	0.004461895	0	0	0.005387931	0.015791552	0.02909232	0.027363524	0	0	0	0	0.078947368	0.077717331
Nitrospinaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017847582	0.012851819	0	0.010775862	0	0	0	0	0	0	0	0	0
Micrococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005461198	0.009891197	0.00420433	0	0	0	0	0.004548349	0	0.003945863	0	0	0	0	0	0	0	0.007436603	0.008205802	0.007114653	0.00309272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084585855	0	0	0	0.004461895	0	0.013262599	0	0.003947888	0.01454616	0.006840881	0	0.013073604	0	0.012138869	0.037593985	0.02775619
